-0.103,-0.090,-0.085,-0.085,-0.107,-0.099,0.090,0.064,0.082,-0.092,0.109,0.108,0.097,0.066,-0.092,-0.090
-0.111,-0.097,-0.092,-0.091,-0.115,-0.107,0.097,0.070,0.089,-0.100,0.118,0.117,0.105,0.071,-0.099,-0.098
-0.105,-0.092,-0.087,-0.087,-0.109,-0.101,0.092,0.065,0.083,-0.094,0.111,0.110,0.099,0.068,-0.093,-0.092
-0.110,-0.096,-0.091,-0.090,-0.114,-0.106,0.096,0.069,0.088,-0.098,0.116,0.115,0.104,0.071,-0.098,-0.097
-0.099,-0.087,-0.082,-0.082,-0.103,-0.096,0.087,0.062,0.079,-0.089,0.106,0.104,0.094,0.064,-0.088,-0.087
-0.103,-0.090,-0.085,-0.085,-0.107,-0.099,0.090,0.064,0.082,-0.092,0.109,0.108,0.097,0.066,-0.092,-0.090
-0.111,-0.097,-0.092,-0.090,-0.114,-0.106,0.097,0.070,0.089,-0.099,0.118,0.116,0.105,0.071,-0.099,-0.098
-0.109,-0.095,-0.090,-0.089,-0.113,-0.105,0.095,0.068,0.087,-0.098,0.115,0.114,0.103,0.070,-0.097,-0.096
-0.102,-0.088,-0.083,-0.079,-0.103,-0.097,0.089,0.065,0.083,-0.089,0.109,0.107,0.099,0.065,-0.090,-0.091
-0.111,-0.097,-0.092,-0.091,-0.115,-0.107,0.097,0.070,0.088,-0.099,0.117,0.116,0.105,0.071,-0.099,-0.098
-0.109,-0.095,-0.090,-0.090,-0.113,-0.105,0.095,0.068,0.087,-0.098,0.115,0.114,0.103,0.070,-0.097,-0.096
-0.108,-0.094,-0.089,-0.089,-0.112,-0.104,0.094,0.067,0.085,-0.096,0.114,0.113,0.101,0.069,-0.096,-0.094
-0.104,-0.091,-0.086,-0.086,-0.108,-0.100,0.091,0.065,0.082,-0.093,0.110,0.109,0.098,0.067,-0.092,-0.091
-0.107,-0.093,-0.089,-0.088,-0.111,-0.103,0.093,0.067,0.085,-0.096,0.113,0.112,0.101,0.069,-0.095,-0.094
-0.100,-0.088,-0.083,-0.083,-0.104,-0.097,0.088,0.062,0.080,-0.090,0.107,0.105,0.095,0.065,-0.089,-0.088
-0.113,-0.098,-0.093,-0.091,-0.116,-0.108,0.099,0.071,0.090,-0.101,0.119,0.118,0.107,0.072,-0.100,-0.100
-0.099,-0.087,-0.083,-0.082,-0.103,-0.096,0.087,0.062,0.079,-0.089,0.106,0.104,0.094,0.064,-0.089,-0.087
-0.072,-0.059,-0.058,-0.052,-0.067,-0.066,0.062,0.045,0.064,-0.059,0.084,0.074,0.079,0.045,-0.061,-0.064
-0.111,-0.097,-0.092,-0.090,-0.114,-0.106,0.097,0.070,0.089,-0.099,0.118,0.116,0.105,0.071,-0.099,-0.098
-0.111,-0.097,-0.092,-0.090,-0.115,-0.107,0.097,0.070,0.089,-0.099,0.118,0.117,0.105,0.071,-0.099,-0.098
-0.101,-0.088,-0.084,-0.084,-0.105,-0.098,0.088,0.063,0.080,-0.091,0.107,0.106,0.095,0.065,-0.090,-0.089
-0.112,-0.098,-0.093,-0.091,-0.116,-0.108,0.098,0.071,0.089,-0.100,0.118,0.117,0.106,0.072,-0.100,-0.099
-0.111,-0.097,-0.092,-0.090,-0.114,-0.106,0.097,0.070,0.089,-0.099,0.117,0.116,0.105,0.071,-0.099,-0.098
-0.103,-0.090,-0.085,-0.085,-0.107,-0.099,0.090,0.064,0.082,-0.092,0.109,0.108,0.097,0.066,-0.092,-0.090
-0.107,-0.093,-0.089,-0.088,-0.111,-0.103,0.093,0.067,0.085,-0.096,0.113,0.112,0.101,0.069,-0.095,-0.094
-0.112,-0.098,-0.093,-0.091,-0.116,-0.108,0.098,0.071,0.090,-0.100,0.119,0.117,0.106,0.072,-0.100,-0.099
-0.098,-0.085,-0.081,-0.081,-0.102,-0.095,0.085,0.061,0.078,-0.088,0.104,0.103,0.092,0.063,-0.087,-0.086
-0.110,-0.096,-0.090,-0.088,-0.113,-0.105,0.096,0.069,0.088,-0.097,0.116,0.115,0.105,0.070,-0.097,-0.097
-0.101,-0.088,-0.084,-0.083,-0.105,-0.097,0.088,0.063,0.080,-0.090,0.107,0.106,0.095,0.065,-0.090,-0.088
-0.111,-0.097,-0.092,-0.090,-0.114,-0.106,0.097,0.070,0.088,-0.099,0.117,0.116,0.105,0.071,-0.099,-0.098
-0.111,-0.097,-0.092,-0.090,-0.115,-0.107,0.097,0.070,0.088,-0.099,0.117,0.116,0.105,0.071,-0.099,-0.098
-0.108,-0.094,-0.089,-0.089,-0.112,-0.104,0.094,0.067,0.085,-0.096,0.114,0.113,0.101,0.069,-0.096,-0.094
-0.109,-0.095,-0.090,-0.090,-0.113,-0.105,0.095,0.068,0.087,-0.098,0.115,0.114,0.103,0.070,-0.097,-0.096
-0.111,-0.096,-0.091,-0.090,-0.114,-0.106,0.097,0.069,0.088,-0.099,0.117,0.116,0.104,0.071,-0.098,-0.097
-0.102,-0.088,-0.083,-0.080,-0.103,-0.097,0.090,0.065,0.083,-0.089,0.109,0.107,0.099,0.065,-0.090,-0.091
-0.108,-0.094,-0.089,-0.089,-0.112,-0.104,0.094,0.067,0.086,-0.097,0.114,0.113,0.101,0.069,-0.096,-0.095
-0.112,-0.097,-0.092,-0.090,-0.115,-0.107,0.097,0.070,0.089,-0.099,0.118,0.117,0.105,0.071,-0.099,-0.098
-0.110,-0.096,-0.091,-0.090,-0.114,-0.106,0.096,0.069,0.088,-0.099,0.117,0.116,0.104,0.071,-0.098,-0.097
-0.112,-0.098,-0.093,-0.091,-0.116,-0.108,0.098,0.071,0.090,-0.100,0.119,0.118,0.106,0.072,-0.100,-0.099
-0.102,-0.088,-0.083,-0.079,-0.103,-0.097,0.089,0.065,0.083,-0.089,0.109,0.107,0.099,0.065,-0.090,-0.091
-0.108,-0.095,-0.090,-0.089,-0.112,-0.104,0.095,0.068,0.086,-0.097,0.115,0.113,0.102,0.070,-0.096,-0.095
-0.099,-0.087,-0.082,-0.082,-0.103,-0.096,0.087,0.062,0.079,-0.089,0.106,0.104,0.094,0.064,-0.088,-0.087
-0.096,-0.084,-0.079,-0.079,-0.099,-0.092,0.083,0.059,0.076,-0.086,0.102,0.100,0.091,0.062,-0.085,-0.084
-0.089,-0.076,-0.072,-0.067,-0.088,-0.083,0.078,0.057,0.074,-0.077,0.097,0.093,0.089,0.056,-0.078,-0.081
-0.106,-0.092,-0.088,-0.087,-0.110,-0.102,0.092,0.066,0.084,-0.095,0.112,0.111,0.099,0.068,-0.094,-0.093
-0.108,-0.094,-0.089,-0.089,-0.112,-0.104,0.094,0.067,0.085,-0.096,0.114,0.113,0.101,0.069,-0.096,-0.094
-0.109,-0.095,-0.090,-0.089,-0.113,-0.105,0.095,0.068,0.086,-0.098,0.115,0.114,0.102,0.070,-0.097,-0.096
-0.112,-0.098,-0.093,-0.091,-0.116,-0.108,0.098,0.070,0.089,-0.100,0.118,0.117,0.106,0.072,-0.100,-0.099
-0.112,-0.098,-0.093,-0.091,-0.116,-0.108,0.098,0.071,0.089,-0.100,0.119,0.117,0.106,0.072,-0.100,-0.099
-0.074,-0.062,-0.060,-0.054,-0.070,-0.069,0.064,0.047,0.066,-0.062,0.087,0.077,0.082,0.047,-0.063,-0.067
-0.072,-0.059,-0.058,-0.052,-0.067,-0.066,0.062,0.045,0.064,-0.060,0.085,0.075,0.080,0.045,-0.061,-0.065
-0.071,-0.059,-0.058,-0.052,-0.066,-0.066,0.061,0.045,0.064,-0.059,0.084,0.074,0.079,0.044,-0.060,-0.064
-0.110,-0.096,-0.091,-0.088,-0.113,-0.105,0.096,0.070,0.088,-0.098,0.117,0.115,0.105,0.070,-0.098,-0.098
-0.108,-0.094,-0.090,-0.089,-0.112,-0.104,0.094,0.068,0.086,-0.097,0.114,0.113,0.102,0.070,-0.096,-0.095
-0.109,-0.095,-0.090,-0.087,-0.112,-0.104,0.095,0.069,0.087,-0.097,0.116,0.114,0.104,0.070,-0.097,-0.097
-0.107,-0.094,-0.089,-0.088,-0.111,-0.103,0.094,0.067,0.085,-0.096,0.113,0.112,0.101,0.069,-0.096,-0.094
-0.107,-0.094,-0.089,-0.088,-0.111,-0.103,0.093,0.067,0.085,-0.096,0.113,0.112,0.101,0.069,-0.095,-0.094
-0.089,-0.076,-0.072,-0.067,-0.088,-0.083,0.078,0.057,0.074,-0.077,0.097,0.093,0.089,0.056,-0.078,-0.081
-0.064,-0.053,-0.052,-0.047,-0.059,-0.059,0.056,0.040,0.059,-0.052,0.078,0.067,0.074,0.040,-0.054,-0.058
-0.099,-0.087,-0.083,-0.082,-0.103,-0.096,0.087,0.062,0.079,-0.089,0.106,0.104,0.094,0.064,-0.089,-0.087
-0.110,-0.096,-0.091,-0.090,-0.114,-0.106,0.096,0.069,0.087,-0.098,0.116,0.115,0.103,0.070,-0.098,-0.096
-0.089,-0.076,-0.071,-0.066,-0.087,-0.083,0.078,0.056,0.073,-0.076,0.096,0.092,0.089,0.056,-0.077,-0.080
-0.063,-0.053,-0.052,-0.047,-0.059,-0.059,0.055,0.040,0.058,-0.052,0.077,0.066,0.072,0.040,-0.053,-0.057
-0.074,-0.061,-0.060,-0.054,-0.069,-0.068,0.064,0.046,0.066,-0.061,0.086,0.076,0.081,0.046,-0.063,-0.066
-0.064,-0.053,-0.052,-0.047,-0.059,-0.059,0.056,0.040,0.059,-0.052,0.078,0.067,0.074,0.040,-0.054,-0.058
-0.072,-0.059,-0.058,-0.052,-0.067,-0.066,0.062,0.045,0.064,-0.059,0.084,0.074,0.079,0.045,-0.061,-0.064
-0.102,-0.090,-0.085,-0.085,-0.107,-0.099,0.089,0.064,0.081,-0.092,0.109,0.108,0.097,0.066,-0.091,-0.090
-0.113,-0.098,-0.093,-0.092,-0.116,-0.108,0.098,0.071,0.090,-0.101,0.119,0.118,0.106,0.072,-0.100,-0.099
-0.101,-0.088,-0.084,-0.083,-0.105,-0.097,0.088,0.063,0.080,-0.090,0.107,0.106,0.095,0.065,-0.090,-0.088
-0.090,-0.077,-0.072,-0.067,-0.089,-0.084,0.079,0.057,0.074,-0.077,0.097,0.094,0.090,0.056,-0.078,-0.081
-0.110,-0.096,-0.091,-0.090,-0.114,-0.106,0.096,0.069,0.088,-0.099,0.117,0.116,0.104,0.071,-0.098,-0.097
-1.942,-1.681,-1.596,-1.547,-1.970,-1.836,1.707,1.250,1.526,-1.710,1.949,2.002,1.764,1.238,-1.708,-1.706
-0.110,-0.096,-0.091,-0.088,-0.113,-0.105,0.096,0.070,0.088,-0.098,0.117,0.115,0.105,0.070,-0.098,-0.098
-0.107,-0.094,-0.089,-0.088,-0.111,-0.104,0.094,0.067,0.085,-0.096,0.114,0.112,0.101,0.069,-0.096,-0.094
-0.109,-0.095,-0.090,-0.087,-0.112,-0.104,0.095,0.069,0.087,-0.097,0.115,0.114,0.104,0.070,-0.097,-0.097
-0.113,-0.098,-0.093,-0.092,-0.116,-0.108,0.099,0.071,0.090,-0.101,0.119,0.118,0.107,0.072,-0.100,-0.100
-0.071,-0.059,-0.058,-0.052,-0.066,-0.066,0.061,0.045,0.064,-0.059,0.084,0.074,0.079,0.045,-0.060,-0.064
-0.110,-0.096,-0.091,-0.090,-0.114,-0.106,0.096,0.069,0.088,-0.099,0.117,0.116,0.104,0.071,-0.098,-0.097
-0.102,-0.088,-0.083,-0.079,-0.103,-0.096,0.089,0.065,0.082,-0.089,0.108,0.106,0.099,0.064,-0.090,-0.091
-0.111,-0.097,-0.092,-0.091,-0.115,-0.107,0.097,0.070,0.088,-0.099,0.117,0.116,0.105,0.071,-0.099,-0.098
-0.105,-0.092,-0.087,-0.087,-0.110,-0.102,0.092,0.066,0.084,-0.095,0.112,0.111,0.099,0.068,-0.094,-0.093
-0.111,-0.097,-0.091,-0.090,-0.114,-0.106,0.097,0.070,0.088,-0.099,0.117,0.116,0.105,0.071,-0.098,-0.098
-0.073,-0.060,-0.059,-0.053,-0.068,-0.067,0.063,0.046,0.065,-0.060,0.085,0.076,0.080,0.046,-0.062,-0.066
-0.101,-0.088,-0.084,-0.084,-0.105,-0.098,0.088,0.063,0.080,-0.091,0.107,0.106,0.095,0.065,-0.090,-0.089
-0.106,-0.092,-0.087,-0.084,-0.108,-0.101,0.093,0.067,0.085,-0.094,0.113,0.111,0.102,0.068,-0.094,-0.094
-0.107,-0.093,-0.088,-0.085,-0.109,-0.102,0.094,0.068,0.086,-0.095,0.114,0.112,0.103,0.068,-0.095,-0.095
-0.101,-0.087,-0.082,-0.078,-0.102,-0.095,0.088,0.064,0.082,-0.088,0.108,0.105,0.098,0.064,-0.089,-0.090
-0.102,-0.089,-0.085,-0.084,-0.106,-0.099,0.089,0.064,0.081,-0.092,0.108,0.107,0.096,0.066,-0.091,-0.090
-0.111,-0.097,-0.092,-0.090,-0.115,-0.107,0.097,0.070,0.089,-0.099,0.118,0.117,0.105,0.071,-0.099,-0.098
-0.072,-0.059,-0.058,-0.052,-0.067,-0.066,0.062,0.045,0.064,-0.059,0.084,0.074,0.079,0.045,-0.061,-0.064
-0.111,-0.096,-0.091,-0.090,-0.114,-0.106,0.097,0.070,0.088,-0.099,0.117,0.116,0.105,0.071,-0.098,-0.098
-0.104,-0.089,-0.085,-0.081,-0.105,-0.098,0.091,0.066,0.084,-0.091,0.110,0.108,0.100,0.066,-0.091,-0.092
-0.112,-0.098,-0.093,-0.091,-0.116,-0.108,0.098,0.071,0.090,-0.100,0.119,0.118,0.106,0.072,-0.100,-0.099
-0.070,-0.058,-0.057,-0.051,-0.066,-0.065,0.061,0.044,0.063,-0.058,0.083,0.073,0.079,0.044,-0.060,-0.063
-0.064,-0.053,-0.052,-0.047,-0.059,-0.059,0.056,0.040,0.059,-0.052,0.077,0.067,0.073,0.040,-0.054,-0.057
-0.064,-0.053,-0.052,-0.047,-0.059,-0.059,0.056,0.040,0.059,-0.052,0.077,0.067,0.073,0.040,-0.054,-0.057
-0.101,-0.087,-0.083,-0.079,-0.102,-0.096,0.089,0.064,0.082,-0.088,0.108,0.106,0.098,0.064,-0.089,-0.090
-0.046,-0.040,-0.038,-0.039,-0.049,-0.045,0.039,0.027,0.037,-0.042,0.051,0.049,0.045,0.030,-0.042,-0.040
-0.092,-0.079,-0.075,-0.069,-0.091,-0.086,0.081,0.059,0.076,-0.079,0.100,0.096,0.092,0.058,-0.081,-0.083
-0.101,-0.087,-0.082,-0.078,-0.102,-0.095,0.088,0.064,0.082,-0.088,0.107,0.105,0.098,0.064,-0.089,-0.090
-0.108,-0.094,-0.089,-0.086,-0.110,-0.103,0.095,0.068,0.087,-0.095,0.115,0.113,0.104,0.069,-0.096,-0.096
-1.869,-1.617,-1.536,-1.489,-1.895,-1.767,1.642,1.202,1.469,-1.645,1.877,1.927,1.699,1.191,-1.643,-1.641
-0.070,-0.058,-0.057,-0.051,-0.065,-0.065,0.061,0.044,0.063,-0.058,0.083,0.073,0.078,0.044,-0.060,-0.063
-0.107,-0.092,-0.087,-0.084,-0.109,-0.101,0.093,0.067,0.086,-0.094,0.113,0.111,0.102,0.068,-0.094,-0.095
-0.111,-0.097,-0.092,-0.091,-0.115,-0.107,0.097,0.070,0.089,-0.100,0.118,0.117,0.105,0.072,-0.099,-0.098
-0.108,-0.093,-0.088,-0.085,-0.110,-0.103,0.094,0.068,0.087,-0.095,0.114,0.113,0.103,0.069,-0.095,-0.096
-0.113,-0.099,-0.093,-0.092,-0.117,-0.109,0.099,0.071,0.091,-0.101,0.120,0.119,0.107,0.073,-0.101,-0.100
-0.110,-0.096,-0.091,-0.090,-0.114,-0.106,0.096,0.069,0.088,-0.098,0.116,0.115,0.104,0.071,-0.098,-0.097
-0.101,-0.088,-0.084,-0.084,-0.105,-0.098,0.088,0.063,0.080,-0.091,0.108,0.106,0.095,0.065,-0.090,-0.089
-0.109,-0.095,-0.090,-0.089,-0.113,-0.105,0.095,0.068,0.087,-0.098,0.115,0.114,0.103,0.070,-0.097,-0.096
-0.109,-0.095,-0.090,-0.090,-0.113,-0.105,0.095,0.068,0.087,-0.098,0.115,0.114,0.103,0.070,-0.097,-0.096
-0.094,-0.081,-0.076,-0.071,-0.093,-0.088,0.082,0.060,0.077,-0.081,0.101,0.098,0.093,0.059,-0.082,-0.085
-0.106,-0.093,-0.088,-0.088,-0.110,-0.102,0.093,0.066,0.084,-0.095,0.112,0.111,0.100,0.068,-0.095,-0.093
-0.110,-0.096,-0.091,-0.090,-0.114,-0.106,0.096,0.069,0.088,-0.099,0.117,0.116,0.104,0.071,-0.098,-0.097
-0.109,-0.095,-0.090,-0.089,-0.113,-0.105,0.095,0.068,0.087,-0.098,0.115,0.114,0.102,0.070,-0.097,-0.096
-0.097,-0.085,-0.081,-0.080,-0.101,-0.094,0.085,0.060,0.077,-0.087,0.104,0.102,0.092,0.063,-0.086,-0.085
-0.077,-0.064,-0.062,-0.056,-0.072,-0.071,0.067,0.049,0.068,-0.064,0.089,0.080,0.084,0.048,-0.066,-0.069
-0.109,-0.095,-0.090,-0.087,-0.111,-0.104,0.096,0.069,0.088,-0.097,0.116,0.114,0.105,0.070,-0.097,-0.097
-0.107,-0.093,-0.088,-0.088,-0.111,-0.103,0.093,0.067,0.085,-0.096,0.113,0.112,0.100,0.069,-0.095,-0.094
-0.102,-0.089,-0.085,-0.085,-0.106,-0.099,0.089,0.064,0.081,-0.092,0.109,0.107,0.096,0.066,-0.091,-0.090
-0.064,-0.054,-0.053,-0.048,-0.059,-0.060,0.056,0.041,0.059,-0.052,0.079,0.067,0.074,0.040,-0.054,-0.058
-0.101,-0.087,-0.082,-0.078,-0.101,-0.095,0.088,0.064,0.082,-0.088,0.107,0.105,0.098,0.064,-0.089,-0.090
-0.102,-0.088,-0.083,-0.079,-0.103,-0.096,0.089,0.064,0.082,-0.089,0.108,0.106,0.099,0.064,-0.089,-0.091
-0.105,-0.092,-0.087,-0.087,-0.109,-0.102,0.092,0.066,0.084,-0.094,0.111,0.110,0.099,0.068,-0.094,-0.092
-0.100,-0.087,-0.083,-0.082,-0.104,-0.096,0.087,0.062,0.079,-0.089,0.106,0.105,0.094,0.064,-0.089,-0.087
-0.111,-0.097,-0.092,-0.090,-0.114,-0.106,0.097,0.070,0.088,-0.099,0.117,0.116,0.105,0.071,-0.099,-0.098
-0.102,-0.089,-0.084,-0.084,-0.106,-0.098,0.089,0.063,0.081,-0.091,0.108,0.107,0.096,0.066,-0.091,-0.089
-0.110,-0.096,-0.091,-0.090,-0.114,-0.106,0.096,0.069,0.087,-0.098,0.116,0.115,0.103,0.071,-0.098,-0.096
-0.064,-0.054,-0.053,-0.048,-0.059,-0.060,0.056,0.041,0.059,-0.052,0.079,0.067,0.074,0.040,-0.054,-0.058
-0.113,-0.098,-0.093,-0.092,-0.116,-0.108,0.099,0.071,0.090,-0.101,0.119,0.118,0.107,0.072,-0.100,-0.100
-0.111,-0.097,-0.092,-0.091,-0.115,-0.107,0.097,0.070,0.088,-0.099,0.117,0.116,0.105,0.071,-0.099,-0.098
-0.109,-0.095,-0.090,-0.087,-0.112,-0.104,0.096,0.069,0.088,-0.097,0.116,0.114,0.105,0.070,-0.097,-0.097
-0.111,-0.097,-0.092,-0.090,-0.114,-0.106,0.097,0.070,0.089,-0.099,0.117,0.116,0.105,0.071,-0.099,-0.098
-0.109,-0.094,-0.089,-0.086,-0.111,-0.103,0.095,0.069,0.087,-0.096,0.115,0.113,0.104,0.069,-0.096,-0.096
-0.092,-0.078,-0.074,-0.069,-0.091,-0.086,0.080,0.058,0.075,-0.079,0.099,0.095,0.091,0.057,-0.080,-0.083
-0.072,-0.060,-0.058,-0.052,-0.067,-0.067,0.062,0.045,0.064,-0.060,0.085,0.075,0.080,0.045,-0.061,-0.065
-0.099,-0.086,-0.082,-0.082,-0.103,-0.096,0.086,0.062,0.079,-0.089,0.105,0.104,0.093,0.064,-0.088,-0.087
-0.111,-0.097,-0.092,-0.091,-0.115,-0.107,0.097,0.070,0.089,-0.100,0.118,0.117,0.105,0.072,-0.099,-0.098
-0.106,-0.092,-0.087,-0.083,-0.108,-0.101,0.093,0.068,0.086,-0.093,0.113,0.111,0.103,0.067,-0.094,-0.095
-0.109,-0.094,-0.089,-0.086,-0.111,-0.103,0.095,0.069,0.087,-0.096,0.115,0.113,0.104,0.069,-0.096,-0.097
-0.111,-0.096,-0.091,-0.088,-0.113,-0.106,0.097,0.070,0.089,-0.098,0.118,0.116,0.106,0.071,-0.098,-0.098
-0.064,-0.054,-0.053,-0.048,-0.059,-0.060,0.056,0.041,0.059,-0.052,0.079,0.067,0.074,0.040,-0.054,-0.058
-0.111,-0.096,-0.091,-0.089,-0.113,-0.106,0.097,0.070,0.089,-0.098,0.117,0.116,0.105,0.071,-0.098,-0.098
-0.110,-0.096,-0.091,-0.090,-0.114,-0.106,0.096,0.069,0.088,-0.099,0.116,0.115,0.104,0.071,-0.098,-0.097
-0.108,-0.094,-0.089,-0.089,-0.112,-0.104,0.094,0.067,0.086,-0.097,0.114,0.113,0.102,0.069,-0.096,-0.095
-0.073,-0.060,-0.059,-0.053,-0.068,-0.067,0.063,0.046,0.065,-0.060,0.085,0.075,0.080,0.045,-0.062,-0.065
-0.107,-0.093,-0.088,-0.085,-0.109,-0.102,0.094,0.068,0.086,-0.095,0.114,0.112,0.103,0.068,-0.095,-0.095
-0.046,-0.040,-0.038,-0.039,-0.049,-0.045,0.039,0.027,0.037,-0.042,0.051,0.049,0.045,0.030,-0.042,-0.040
-2.021,-1.750,-1.663,-1.618,-2.055,-1.914,1.775,1.299,1.586,-1.783,2.028,2.084,1.831,1.290,-1.779,-1.772
-0.109,-0.095,-0.090,-0.088,-0.112,-0.104,0.096,0.069,0.088,-0.097,0.116,0.114,0.104,0.070,-0.097,-0.097
-0.063,-0.053,-0.052,-0.047,-0.059,-0.059,0.055,0.040,0.058,-0.052,0.077,0.066,0.073,0.040,-0.054,-0.057
-0.070,-0.058,-0.057,-0.051,-0.065,-0.064,0.060,0.044,0.063,-0.058,0.083,0.072,0.078,0.044,-0.059,-0.063
-0.103,-0.090,-0.086,-0.085,-0.107,-0.100,0.090,0.064,0.082,-0.093,0.110,0.108,0.097,0.066,-0.092,-0.090
-0.105,-0.092,-0.087,-0.087,-0.109,-0.101,0.092,0.066,0.083,-0.094,0.111,0.110,0.099,0.068,-0.094,-0.092
-0.071,-0.058,-0.057,-0.051,-0.066,-0.065,0.061,0.044,0.064,-0.058,0.083,0.073,0.079,0.044,-0.060,-0.064
-0.108,-0.095,-0.090,-0.089,-0.112,-0.104,0.095,0.068,0.086,-0.097,0.114,0.113,0.102,0.070,-0.096,-0.095
-0.108,-0.094,-0.089,-0.089,-0.112,-0.104,0.094,0.067,0.086,-0.097,0.114,0.113,0.101,0.069,-0.096,-0.095
-0.099,-0.085,-0.081,-0.077,-0.100,-0.094,0.087,0.063,0.080,-0.087,0.106,0.103,0.096,0.063,-0.087,-0.089
-0.111,-0.097,-0.092,-0.090,-0.115,-0.107,0.097,0.070,0.088,-0.099,0.117,0.116,0.105,0.071,-0.099,-0.098
-0.071,-0.058,-0.057,-0.051,-0.066,-0.065,0.061,0.044,0.064,-0.058,0.083,0.073,0.079,0.044,-0.060,-0.064
-0.110,-0.096,-0.091,-0.091,-0.115,-0.106,0.096,0.069,0.088,-0.099,0.117,0.116,0.104,0.071,-0.098,-0.097
